symbol,close,open,high,low,volume,changePercent,date,companyName,sector,MMM,AXP,AIG,ACN,CHRW,CSCO,DVN,XOM,week_ranges,week_num,MEDV_volume,z_volume
MMM,148.38,148.5,151.65,147.37,4059864,-0.6,2020-05-19,3M Co.,Management of Companies and Enterprises,1,0,0,0,0,0,0,0,2020-05-13 - 2020-05-19,7,-0.6809440021693516,-0.6809440021693516
MMM,149.68,149.87,151.43,148.83,3428789,0.88,2020-05-20,3M Co.,Management of Companies and Enterprises,1,0,0,0,0,0,0,0,2020-05-20 - 2020-05-26,8,-0.7375507934943056,-0.7375507934943056
MMM,145.81,147.74,148.64,145.34,2789110,-2.59,2020-05-21,3M Co.,Management of Companies and Enterprises,1,0,0,0,0,0,0,0,2020-05-20 - 2020-05-26,8,-0.7949293549457264,-0.7949293549457264
MMM,146.44,145.74,146.64,144.6,2661662,0.43,2020-05-22,3M Co.,Management of Companies and Enterprises,1,0,0,0,0,0,0,0,2020-05-20 - 2020-05-26,8,-0.8063613120677526,-0.8063613120677526
MMM,152.08,150.43,152.98,149.2,4616331,3.85,2020-05-26,3M Co.,Management of Companies and Enterprises,1,0,0,0,0,0,0,0,2020-05-20 - 2020-05-26,8,-0.6310294732334514,-0.6310294732334514
MMM,158.15,153.99,158.16,153.34,6056347,3.99,2020-05-27,3M Co.,Management of Companies and Enterprises,1,0,0,0,0,0,0,0,2020-05-27 - 2020-06-02,9,-0.5018614896869711,-0.5018614896869711
MMM,156.82,158.71,159.87,154.13,6731222,-0.84,2020-05-28,3M Co.,Management of Companies and Enterprises,1,0,0,0,0,0,0,0,2020-05-27 - 2020-06-02,9,-0.4413258825159876,-0.4413258825159876
MMM,156.44,155.5,156.87,153.05,8632670,-0.24,2020-05-29,3M Co.,Management of Companies and Enterprises,1,0,0,0,0,0,0,0,2020-05-27 - 2020-06-02,9,-0.2707679137305797,-0.2707679137305797
MMM,155.58,155.95,157.55,154.89,2084341,-0.55,2020-06-01,3M Co.,Management of Companies and Enterprises,1,0,0,0,0,0,0,0,2020-05-27 - 2020-06-02,9,-0.8581464237811208,-0.8581464237811208
MMM,157.64,156.75,158.6,156.63,2333820,1.32,2020-06-02,3M Co.,Management of Companies and Enterprises,1,0,0,0,0,0,0,0,2020-05-27 - 2020-06-02,9,-0.8357684089762906,-0.8357684089762906
MMM,161.21,159.35,161.66,158.52,3674275,2.26,2020-06-03,3M Co.,Management of Companies and Enterprises,1,0,0,0,0,0,0,0,2020-06-03 - 2020-06-09,10,-0.7155309467642059,-0.7155309467642059
MMM,162.55,159.76,162.58,159.18,2880967,0.83,2020-06-04,3M Co.,Management of Companies and Enterprises,1,0,0,0,0,0,0,0,2020-06-03 - 2020-06-09,10,-0.7866898746450706,-0.7866898746450706
MMM,167.41,165.0,168.35,165.0,4527587,2.99,2020-06-05,3M Co.,Management of Companies and Enterprises,1,0,0,0,0,0,0,0,2020-06-03 - 2020-06-09,10,-0.6389897205722649,-0.6389897205722649
MMM,166.87,167.1,169.54,165.27,2987595,-0.32,2020-06-08,3M Co.,Management of Companies and Enterprises,1,0,0,0,0,0,0,0,2020-06-03 - 2020-06-09,10,-0.7771254505347871,-0.7771254505347871
MMM,166.7,165.48,167.96,164.08,3161966,-0.1,2020-06-09,3M Co.,Management of Companies and Enterprises,1,0,0,0,0,0,0,0,2020-06-03 - 2020-06-09,10,-0.76148454761497,-0.76148454761497
MMM,163.9,166.9,167.34,163.81,2551336,-1.68,2020-06-10,3M Co.,Management of Companies and Enterprises,1,0,0,0,0,0,0,0,2020-06-10 - 2020-06-16,11,-0.8162574430501507,-0.8162574430501507
MMM,152.38,160.06,160.25,152.31,5016599,-7.03,2020-06-11,3M Co.,Management of Companies and Enterprises,1,0,0,0,0,0,0,0,2020-06-10 - 2020-06-16,11,-0.5951258371362257,-0.5951258371362257
MMM,154.87,156.28,157.42,151.73,2998771,1.63,2020-06-12,3M Co.,Management of Companies and Enterprises,1,0,0,0,0,0,0,0,2020-06-10 - 2020-06-16,11,-0.7761229746011061,-0.7761229746011061
MMM,157.73,150.88,159.62,150.49,4094160,1.85,2020-06-15,3M Co.,Management of Companies and Enterprises,1,0,0,0,0,0,0,0,2020-06-10 - 2020-06-16,11,-0.6778676855425154,-0.6778676855425154
MMM,159.67,162.85,163.38,156.89,3388296,1.23,2020-06-16,3M Co.,Management of Companies and Enterprises,1,0,0,0,0,0,0,0,2020-06-10 - 2020-06-16,11,-0.7411829747740606,-0.7411829747740606
MMM,159.22,160.2,160.87,158.97,1714979,-0.28,2020-06-17,3M Co.,Management of Companies and Enterprises,1,0,0,0,0,0,0,0,2020-06-17 - 2020-06-23,12,-0.891277822834114,-0.891277822834114
MMM,159.21,158.07,159.83,157.59,1806269,-0.01,2020-06-18,3M Co.,Management of Companies and Enterprises,1,0,0,0,0,0,0,0,2020-06-17 - 2020-06-23,12,-0.8830892018618761,-0.8830892018618761
MMM,158.15,161.35,162.09,156.47,6402272,-0.67,2020-06-19,3M Co.,Management of Companies and Enterprises,1,0,0,0,0,0,0,0,2020-06-17 - 2020-06-23,12,-0.4708323659075712,-0.4708323659075712
MMM,156.69,157.0,157.42,155.48,2020861,-0.92,2020-06-22,3M Co.,Management of Companies and Enterprises,1,0,0,0,0,0,0,0,2020-06-17 - 2020-06-23,12,-0.8638405157881058,-0.8638405157881058
MMM,157.84,157.96,158.67,156.24,2302208,0.73,2020-06-23,3M Co.,Management of Companies and Enterprises,1,0,0,0,0,0,0,0,2020-06-17 - 2020-06-23,12,-0.8386039735088175,-0.8386039735088175
MMM,152.22,156.29,156.73,151.71,3042844,-3.56,2020-06-24,3M Co.,Management of Companies and Enterprises,1,0,0,0,0,0,0,0,2020-06-24 - 2020-06-30,13,-0.772169670930283,-0.772169670930283
MMM,154.67,152.05,155.05,150.1,2060691,1.61,2020-06-25,3M Co.,Management of Companies and Enterprises,1,0,0,0,0,0,0,0,2020-06-24 - 2020-06-30,13,-0.8602678049399928,-0.8602678049399928
MMM,152.52,154.6,154.78,151.53,2826495,-1.39,2020-06-26,3M Co.,Management of Companies and Enterprises,1,0,0,0,0,0,0,0,2020-06-24 - 2020-06-30,13,-0.791575958132854,-0.791575958132854
MMM,155.57,153.9,156.51,153.48,2145146,2.0,2020-06-29,3M Co.,Management of Companies and Enterprises,1,0,0,0,0,0,0,0,2020-06-24 - 2020-06-30,13,-0.8526922765775177,-0.8526922765775177
MMM,155.99,154.91,156.71,154.05,2941732,0.27,2020-06-30,3M Co.,Management of Companies and Enterprises,1,0,0,0,0,0,0,0,2020-06-24 - 2020-06-30,13,-0.7812393154011442,-0.7812393154011442
AXP,77.84,80.65,81.31,77.0,8313414,0.0,2020-04-01,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-04-01 - 2020-04-07,1,-0.2994048550945056,-0.2994048550945056
AXP,76.66,77.06,79.12,75.83,8338115,-1.52,2020-04-02,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-04-01 - 2020-04-07,1,-0.29718920029512724,-0.29718920029512724
AXP,73.6,76.0,76.66,72.61,10023085,-3.99,2020-04-03,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-04-01 - 2020-04-07,1,-0.14604908988224782,-0.14604908988224782
AXP,83.87,80.22,84.25,78.74,11253027,13.95,2020-04-06,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-04-01 - 2020-04-07,1,-0.03572453236405003,-0.03572453236405003
AXP,87.58,91.43,93.3,87.42,8693228,4.42,2020-04-07,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-04-01 - 2020-04-07,1,-0.26533592217798047,-0.26533592217798047
AXP,92.08,89.21,93.0,88.12,6122757,5.14,2020-04-08,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-04-08 - 2020-04-14,2,-0.49590457963366485,-0.49590457963366485
AXP,94.82,94.59,97.85,93.46,6904961,2.98,2020-04-09,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-04-08 - 2020-04-14,2,-0.425741669359063,-0.425741669359063
AXP,90.33,93.29,93.42,87.94,5037661,-4.74,2020-04-13,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-04-08 - 2020-04-14,2,-0.5932365969684387,-0.5932365969684387
AXP,88.39,91.46,92.5,85.91,8703213,-2.15,2020-04-14,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-04-08 - 2020-04-14,2,-0.2644402777436744,-0.2644402777436744
AXP,83.79,83.43,85.4,80.68,10415574,-5.2,2020-04-15,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-04-15 - 2020-04-21,3,-0.11084322224315596,-0.11084322224315596
AXP,81.35,83.79,83.94,80.33,7526616,-2.91,2020-04-16,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-04-15 - 2020-04-21,3,-0.36997984253798094,-0.36997984253798094
AXP,87.39,85.32,87.39,84.28,8268973,7.42,2020-04-17,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-04-15 - 2020-04-21,3,-0.3033911679943547,-0.3033911679943547
AXP,84.01,84.59,85.27,82.69,6140419,-3.87,2020-04-20,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-04-15 - 2020-04-21,3,-0.49432031603840065,-0.49432031603840065
AXP,81.52,80.73,82.46,79.47,7360284,-2.96,2020-04-21,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-04-15 - 2020-04-21,3,-0.3848996552617654,-0.3848996552617654
AXP,82.54,83.6,83.66,81.97,5133476,1.25,2020-04-22,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-04-22 - 2020-04-28,4,-0.5846420880577696,-0.5846420880577696
AXP,82.46,83.24,84.78,81.71,5807217,-0.1,2020-04-23,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-04-22 - 2020-04-28,4,-0.5242081995436217,-0.5242081995436217
AXP,83.17,84.13,84.78,81.31,9126723,0.86,2020-04-24,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-04-22 - 2020-04-28,4,-0.22645185767627943,-0.22645185767627943
AXP,85.06,83.47,85.15,82.34,7785036,2.27,2020-04-27,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-04-22 - 2020-04-28,4,-0.34679982904640766,-0.34679982904640766
AXP,88.19,87.56,88.96,86.21,7165866,3.68,2020-04-28,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-04-22 - 2020-04-28,4,-0.40233875387257223,-0.40233875387257223
AXP,96.12,91.75,96.39,90.89,9396537,8.99,2020-04-29,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-04-29 - 2020-05-05,5,-0.20224981387078694,-0.20224981387078694
AXP,91.25,93.75,94.31,91.17,6553674,-5.07,2020-04-30,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-04-29 - 2020-05-05,5,-0.45725175913312965,-0.45725175913312965
AXP,88.32,88.1,89.07,87.16,4620175,-3.21,2020-05-01,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-04-29 - 2020-05-05,5,-0.6306846703085167,-0.6306846703085167
AXP,86.38,86.09,87.37,85.02,4875440,-2.2,2020-05-04,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-04-29 - 2020-05-05,5,-0.6077876571364462,-0.6077876571364462
AXP,86.74,88.0,88.73,86.36,4410262,0.42,2020-05-05,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-04-29 - 2020-05-05,5,-0.6495136547991004,-0.6495136547991004
AXP,84.0,87.49,87.76,83.86,4723373,-3.16,2020-05-06,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-05-06 - 2020-05-12,6,-0.6214279137405135,-0.6214279137405135
AXP,86.73,85.3,87.37,84.93,4629415,3.25,2020-05-07,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-05-06 - 2020-05-12,6,-0.62985585162319,-0.62985585162319
AXP,89.5,88.5,89.66,87.54,3917177,3.19,2020-05-08,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-05-06 - 2020-05-12,6,-0.6937428822292235,-0.6937428822292235
AXP,85.33,87.5,87.65,85.3,5917627,-4.66,2020-05-11,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-05-06 - 2020-05-12,6,-0.5143045338459025,-0.5143045338459025
AXP,83.14,86.1,87.26,83.1,5504857,-2.57,2020-05-12,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-05-06 - 2020-05-12,6,-0.551329586740093,-0.551329586740093
AXP,78.03,82.0,82.13,77.4,10681603,-6.15,2020-05-13,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-05-13 - 2020-05-19,7,-0.08698068912207492,-0.08698068912207492
AXP,83.81,76.92,83.9,76.0,10625116,7.41,2020-05-14,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-05-13 - 2020-05-19,7,-0.09204751607857405,-0.09204751607857405
AXP,82.22,82.47,83.39,81.22,6618627,-1.9,2020-05-15,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-05-13 - 2020-05-19,7,-0.4514255405110487,-0.4514255405110487
AXP,88.41,86.72,89.0,85.92,7787399,7.53,2020-05-18,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-05-13 - 2020-05-19,7,-0.3465878703285043,-0.3465878703285043
AXP,87.26,88.42,89.84,86.61,4920630,-1.3,2020-05-19,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-05-13 - 2020-05-19,7,-0.6037341596916501,-0.6037341596916501
AXP,90.73,89.18,91.34,88.77,5218515,3.98,2020-05-20,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-05-20 - 2020-05-26,8,-0.577014175484014,-0.577014175484014
AXP,89.83,90.11,91.43,89.12,6241894,-0.99,2020-05-21,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-05-20 - 2020-05-26,8,-0.48521811083347305,-0.48521811083347305
AXP,89.33,89.71,89.94,88.21,3734517,-0.56,2020-05-22,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-05-20 - 2020-05-26,8,-0.7101273000930529,-0.7101273000930529
AXP,94.32,93.94,95.57,92.89,6559362,5.59,2020-05-26,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-05-20 - 2020-05-26,8,-0.45674155126709737,-0.45674155126709737
AXP,101.23,100.0,101.69,96.8,11007669,7.33,2020-05-27,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-05-27 - 2020-06-02,9,-0.057732897623184176,-0.057732897623184176
AXP,98.06,101.54,102.46,98.01,9271708,-3.13,2020-05-28,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-05-27 - 2020-06-02,9,-0.21344684933297875,-0.21344684933297875
AXP,95.07,95.5,97.11,94.66,7711888,-3.05,2020-05-29,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-05-27 - 2020-06-02,9,-0.3533611309072605,-0.3533611309072605
AXP,96.75,95.56,98.07,94.56,4272832,1.77,2020-06-01,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-05-27 - 2020-06-02,9,-0.661840987258457,-0.661840987258457
AXP,99.07,98.6,100.49,98.17,5433811,2.4,2020-06-02,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-05-27 - 2020-06-02,9,-0.5577023413199332,-0.5577023413199332
AXP,105.4,102.78,105.87,101.63,7301046,6.39,2020-06-03,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-06-03 - 2020-06-09,10,-0.3902132441450323,-0.3902132441450323
AXP,106.54,103.47,107.43,103.23,5841610,1.08,2020-06-04,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-06-03 - 2020-06-09,10,-0.5211231821145694,-0.5211231821145694
AXP,109.73,114.11,115.93,108.07,10097634,2.99,2020-06-05,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-06-03 - 2020-06-09,10,-0.13936211973371715,-0.13936211973371715
AXP,113.67,111.91,113.71,110.64,6795230,3.59,2020-06-08,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-06-03 - 2020-06-09,10,-0.43558442944126957,-0.43558442944126957
AXP,110.46,110.08,111.8,108.67,5517423,-2.82,2020-06-09,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-06-03 - 2020-06-09,10,-0.5502024292076454,-0.5502024292076454
AXP,106.16,110.0,110.33,105.96,5747397,-3.89,2020-06-10,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-06-10 - 2020-06-16,11,-0.5295739932401851,-0.5295739932401851
AXP,98.6,100.87,102.99,98.13,8601195,-7.12,2020-06-11,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-06-10 - 2020-06-16,11,-0.2735911895012138,-0.2735911895012138
AXP,101.68,103.21,103.5,98.08,7251105,3.12,2020-06-12,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-06-10 - 2020-06-16,11,-0.394692901500433,-0.394692901500433
AXP,103.95,100.0,104.74,97.62,6478926,2.23,2020-06-15,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-06-10 - 2020-06-16,11,-0.4639565793810521,-0.4639565793810521
AXP,105.62,109.02,109.06,102.86,6710620,1.61,2020-06-16,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-06-10 - 2020-06-16,11,-0.4431738611474921,-0.4431738611474921
AXP,103.96,105.67,106.12,103.83,4408202,-1.57,2020-06-17,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-06-17 - 2020-06-23,12,-0.6496984347224525,-0.6496984347224525
AXP,102.16,102.14,103.49,101.27,3645733,-1.73,2020-06-18,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-06-17 - 2020-06-23,12,-0.7180911353915431,-0.7180911353915431
AXP,100.94,104.23,104.23,99.32,7589463,-1.19,2020-06-19,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-06-17 - 2020-06-23,12,-0.3643425299928803,-0.3643425299928803
AXP,99.44,98.0,100.5,97.95,4799863,-1.49,2020-06-22,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-06-17 - 2020-06-23,12,-0.6145668378486691,-0.6145668378486691
AXP,99.42,100.94,101.65,99.24,4364753,-0.02,2020-06-23,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-06-17 - 2020-06-23,12,-0.6535957662223184,-0.6535957662223184
AXP,95.48,97.65,98.27,95.0,5958264,-3.96,2020-06-24,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-06-24 - 2020-06-30,13,-0.5106594359113112,-0.5106594359113112
AXP,97.85,94.61,98.12,93.76,5195380,2.48,2020-06-25,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-06-24 - 2020-06-30,13,-0.579089361662048,-0.579089361662048
AXP,93.42,95.93,96.3,92.45,10489370,-4.53,2020-06-26,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-06-24 - 2020-06-30,13,-0.10422379543553988,-0.10422379543553988
AXP,94.52,94.44,95.41,93.34,4962408,1.18,2020-06-29,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-06-24 - 2020-06-30,13,-0.59998671520728,-0.59998671520728
AXP,95.2,94.16,95.6,93.57,4367083,0.72,2020-06-30,American Express Co.,Finance and Insurance,0,1,0,0,0,0,0,0,2020-06-24 - 2020-06-30,13,-0.6533867675711484,-0.6533867675711484
AIG,21.61,22.7,22.87,21.01,10498725,0.0,2020-04-01,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-04-01 - 2020-04-07,1,-0.10338466136614251,-0.10338466136614251
AIG,21.25,21.11,22.83,21.08,9317762,-1.67,2020-04-02,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-04-01 - 2020-04-07,1,-0.20931585195916513,-0.20931585195916513
AIG,20.46,21.25,21.69,19.9,9573017,-3.72,2020-04-03,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-04-01 - 2020-04-07,1,-0.1864197357770138,-0.1864197357770138
AIG,21.52,21.95,22.19,20.82,15414348,5.18,2020-04-06,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-04-01 - 2020-04-07,1,0.33754176638514655,0.33754176638514655
AIG,23.26,23.46,24.96,22.9,12731573,8.09,2020-04-07,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-04-01 - 2020-04-07,1,0.0968995533410493,0.0968995533410493
AIG,24.13,23.76,24.58,23.25,8539518,3.74,2020-04-08,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-04-08 - 2020-04-14,2,-0.27912355422576984,-0.27912355422576984
AIG,26.54,24.95,27.65,24.89,11974672,9.99,2020-04-09,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-04-08 - 2020-04-14,2,0.02900629665896069,0.02900629665896069
AIG,25.63,26.64,27.0,24.43,7367803,-3.43,2020-04-13,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-04-08 - 2020-04-14,2,-0.38422520854153036,-0.38422520854153036
AIG,25.78,26.3,27.1,25.23,8139687,0.59,2020-04-14,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-04-08 - 2020-04-14,2,-0.31498799186352716,-0.31498799186352716
AIG,24.08,24.2,24.45,23.27,9225184,-6.59,2020-04-15,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-04-15 - 2020-04-21,3,-0.21762000523299407,-0.21762000523299407
AIG,23.18,23.85,24.12,22.94,8829444,-3.74,2020-04-16,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-04-15 - 2020-04-21,3,-0.2531174842948129,-0.2531174842948129
AIG,24.5,24.23,24.8,23.83,11039881,5.69,2020-04-17,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-04-15 - 2020-04-21,3,-0.054843513695506135,-0.054843513695506135
AIG,23.75,24.01,24.28,23.04,6503122,-3.06,2020-04-20,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-04-15 - 2020-04-21,3,-0.4617862225725926,-0.4617862225725926
AIG,22.25,22.5,23.31,22.14,7213082,-6.32,2020-04-21,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-04-15 - 2020-04-21,3,-0.39810352627014933,-0.39810352627014933
AIG,22.26,23.08,23.54,22.14,8232266,0.04,2020-04-22,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-04-22 - 2020-04-28,4,-0.3066837488907063,-0.3066837488907063
AIG,22.66,22.63,23.42,22.38,7604059,1.8,2020-04-23,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-04-22 - 2020-04-28,4,-0.3630332835068382,-0.3630332835068382
AIG,23.35,23.14,23.7,22.47,9295707,3.05,2020-04-24,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-04-22 - 2020-04-28,4,-0.21129416322592717,-0.21129416322592717
AIG,24.18,23.47,24.54,23.47,7602747,3.55,2020-04-27,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-04-22 - 2020-04-28,4,-0.36315096858423523,-0.36315096858423523
AIG,25.28,25.09,25.69,24.41,9513938,4.55,2020-04-28,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-04-22 - 2020-04-28,4,-0.19171906252056561,-0.19171906252056561
AIG,27.23,26.29,27.41,26.0,9621737,7.71,2020-04-29,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-04-29 - 2020-05-05,5,-0.1820496008907455,-0.1820496008907455
AIG,25.43,26.71,26.81,25.39,6637605,-6.61,2020-04-30,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-04-29 - 2020-05-05,5,-0.44972323304241985,-0.44972323304241985
AIG,23.9,24.52,24.67,23.55,6409980,-6.02,2020-05-01,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-04-29 - 2020-05-05,5,-0.4701409660778636,-0.4701409660778636
AIG,24.07,23.84,24.43,23.12,9321921,0.71,2020-05-04,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-04-29 - 2020-05-05,5,-0.20894279385177617,-0.20894279385177617
AIG,25.06,24.71,26.31,24.61,8944270,4.11,2020-05-05,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-04-29 - 2020-05-05,5,-0.24281770784878165,-0.24281770784878165
AIG,23.31,25.21,25.36,23.23,7824658,-6.98,2020-05-06,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-05-06 - 2020-05-12,6,-0.3432457755886137,-0.3432457755886137
AIG,25.52,23.8,25.55,23.77,8239918,9.48,2020-05-07,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-05-06 - 2020-05-12,6,-0.3059973722045461,-0.3059973722045461
AIG,27.65,26.28,27.7,25.81,9831415,8.35,2020-05-08,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-05-06 - 2020-05-12,6,-0.1632416956632627,-0.1632416956632627
AIG,27.55,27.31,27.94,26.71,8112052,-0.36,2020-05-11,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-05-06 - 2020-05-12,6,-0.31746682350519434,-0.31746682350519434
AIG,26.55,27.75,28.33,26.55,5604523,-3.63,2020-05-12,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-05-06 - 2020-05-12,6,-0.5423896470115459,-0.5423896470115459
AIG,24.96,26.09,26.19,24.76,6238282,-5.99,2020-05-13,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-05-13 - 2020-05-19,7,-0.48554210359228256,-0.48554210359228256
AIG,25.76,24.45,25.88,23.48,6954751,3.21,2020-05-14,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-05-13 - 2020-05-19,7,-0.4212755565514419,-0.4212755565514419
AIG,26.47,25.67,26.53,25.1,8185469,2.76,2020-05-15,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-05-13 - 2020-05-19,7,-0.3108813926155154,-0.3108813926155154
AIG,28.45,28.0,28.97,27.87,8789458,7.48,2020-05-18,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-05-13 - 2020-05-19,7,-0.2567041881856652,-0.2567041881856652
AIG,27.63,28.18,28.61,27.43,5550344,-2.88,2020-05-19,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-05-13 - 2020-05-19,7,-0.5472494486946972,-0.5472494486946972
AIG,28.04,28.2,28.64,27.89,5175488,1.48,2020-05-20,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-05-20 - 2020-05-26,8,-0.5808736540092905,-0.5808736540092905
AIG,28.81,27.99,29.23,27.94,5473920,2.75,2020-05-21,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-05-20 - 2020-05-26,8,-0.554104604453075,-0.554104604453075
AIG,28.89,28.86,28.96,28.2,3727929,0.28,2020-05-22,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-05-20 - 2020-05-26,8,-0.7107182370518119,-0.7107182370518119
AIG,31.01,30.28,31.74,30.28,8361382,7.34,2020-05-26,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-05-20 - 2020-05-26,8,-0.29510217385015997,-0.29510217385015997
